invoice_no,customer_id,amountall,create_date,due_date,status,paid_date
INV0069213,CUS43632,881707.96,2025-01-10,2025-02-09,0,2025-07-12
INV0025532,CUS95428,989049.31,2025-01-27,2025-02-26,0,2025-07-12
INV0029074,CUS24671,669094.46,2025-07-10,2025-08-09,0,2025-07-12
INV0024163,CUS14494,565113.41,2024-09-05,2024-11-04,0,2025-07-12
INV0078881,CUS84597,403666.29,2024-11-30,2025-01-29,0,2025-07-12
INV0032030,CUS84127,96559.29,2025-01-16,2025-03-17,0,2025-07-12
INV0029289,CUS20290,66009.43,2025-04-05,2025-05-05,0,2025-07-12
INV0012702,CUS68740,917249.81,2024-11-09,2024-12-09,0,2025-07-12
INV0036946,CUS63568,310123.69,2024-11-17,2025-01-16,0,2025-07-12
INV0046086,CUS38538,598605.25,2025-02-08,2025-04-09,0,2025-07-12
INV0025155,CUS36188,511352.42,2025-02-20,2025-03-22,0,2025-07-12
INV0012807,CUS39810,936558.71,2025-06-29,2025-07-29,0,2025-07-12
INV0009479,CUS20224,529726.12,2024-08-05,2024-10-04,0,2025-07-12
INV0039650,CUS79660,710317.32,2025-04-10,2025-05-10,0,2025-07-12
INV0029858,CUS46564,765656.93,2025-06-21,2025-08-20,0,2025-07-12
INV0055570,CUS58861,273223.7,2025-05-07,2025-07-06,0,2025-07-12
INV0005035,CUS78213,289388.78,2024-11-01,2024-12-01,0,2025-07-12
INV0052898,CUS94344,126180.78,2024-07-24,2024-08-23,0,2025-07-12
INV0034048,CUS89350,918875.05,2024-12-23,2025-01-22,0,2025-07-12
INV0009895,CUS74580,858.55,2024-12-04,2025-01-03,0,2025-07-12
INV0061210,CUS42073,533752.88,2024-09-11,2024-10-11,0,2025-07-12
INV0066716,CUS62077,174089.29,2024-10-26,2024-12-25,0,2025-07-12
INV0004957,CUS88232,30657.63,2025-01-15,2025-03-16,0,2025-07-12
INV0063469,CUS69960,274922.6,2024-11-24,2025-01-23,0,2025-07-12
INV0025867,CUS21534,915822.22,2024-10-02,2024-12-01,0,2025-07-12
INV0018992,CUS71200,879025.13,2024-12-24,2025-02-22,0,2025-07-12
INV0054986,CUS75216,791718.7,2024-07-31,2024-08-30,0,2025-07-12
INV0076132,CUS28821,524372.42,2025-06-29,2025-08-28,0,2025-07-12
INV0078086,CUS16542,1207.05,2025-01-27,2025-03-28,0,2025-07-12
INV0040486,CUS16301,805126.8,2025-05-23,2025-07-22,0,2025-07-12
INV0021572,CUS07362,83433.62,2025-01-02,2025-03-03,0,2025-07-12
INV0023916,CUS59171,356186.41,2025-03-12,2025-04-11,0,2025-07-12
INV0035759,CUS60816,201291.25,2024-09-22,2024-11-21,0,2025-07-12
INV0074029,CUS43635,514630.76,2025-06-11,2025-08-10,0,2025-07-12
INV0027135,CUS16363,989429.12,2025-05-29,2025-06-28,0,2025-07-12
INV0009792,CUS30601,17092.31,2025-05-03,2025-07-02,0,2025-07-12
INV0012480,CUS81403,338530.18,2025-03-14,2025-05-13,0,2025-07-12
INV0018037,CUS57822,697470.5,2024-09-03,2024-10-03,0,2025-07-12
INV0064182,CUS08564,41424.7,2025-03-31,2025-04-30,0,2025-07-12
INV0076679,CUS70998,32308.41,2024-11-30,2025-01-29,0,2025-07-12
INV0063970,CUS56146,803655.73,2024-10-12,2024-12-11,0,2025-07-12
INV0076951,CUS48465,938000.65,2025-04-29,2025-05-29,0,2025-07-12
INV0061562,CUS37308,561207.56,2025-01-19,2025-03-20,0,2025-07-12
INV0042297,CUS62710,535954.62,2024-07-30,2024-09-28,0,2025-07-12
INV0076102,CUS58867,820256.73,2025-04-27,2025-06-26,0,2025-07-12
INV0033347,CUS13326,451523.35,2025-03-18,2025-05-17,0,2025-07-12
INV0078681,CUS28712,489943.82,2024-08-28,2024-09-27,0,2025-07-12
INV0021582,CUS85062,609134.67,2024-10-09,2024-11-08,0,2025-07-12
INV0048060,CUS59446,963527.42,2025-02-05,2025-04-06,0,2025-07-12
INV0059534,CUS96794,499178.5,2024-07-19,2024-09-17,0,2025-07-12
INV0018919,CUS79542,779927.02,2025-04-08,2025-06-07,0,2025-07-12
INV0026014,CUS00667,489237.69,2024-10-06,2024-12-05,0,2025-07-12
INV0018371,CUS49306,253921.56,2025-05-16,2025-06-15,0,2025-07-12
INV0062533,CUS71671,528486.45,2025-02-18,2025-03-20,0,2025-07-12
INV0039719,CUS44306,599430.64,2024-09-01,2024-10-01,0,2025-07-12
INV0023377,CUS25460,315575.44,2025-06-07,2025-07-07,0,2025-07-12
INV0037872,CUS30295,340191.41,2024-09-18,2024-11-17,0,2025-07-12
INV0074909,CUS42617,496138.64,2025-02-12,2025-04-13,0,2025-07-12
INV0038104,CUS36327,936590.06,2025-02-21,2025-04-22,0,2025-07-12
INV0078938,CUS36065,947541.54,2025-04-21,2025-06-20,0,2025-07-12
INV0071902,CUS30497,216735.39,2025-03-16,2025-05-15,0,2025-07-12
INV0032650,CUS53950,316590.1,2025-06-13,2025-07-13,0,2025-07-12
INV0015453,CUS65481,902438.63,2025-05-12,2025-06-11,0,2025-07-12
INV0058866,CUS19111,195163.86,2025-06-02,2025-07-02,0,2025-07-12
INV0045541,CUS66713,121198.57,2025-06-20,2025-07-20,0,2025-07-12
INV0049395,CUS68423,692891.57,2025-04-16,2025-06-15,0,2025-07-12
INV0040848,CUS16997,689019.66,2025-02-15,2025-04-16,0,2025-07-12
INV0036974,CUS72904,820090.49,2025-05-09,2025-06-08,0,2025-07-12
INV0007930,CUS13195,38708.24,2024-08-27,2024-09-26,0,2025-07-12
INV0011074,CUS99464,628097.92,2024-08-01,2024-08-31,0,2025-07-12
INV0050187,CUS43835,91349.13,2025-06-17,2025-08-16,0,2025-07-12
INV0059033,CUS77081,158362.44,2024-08-07,2024-10-06,0,2025-07-12
INV0014253,CUS94909,743217.79,2024-09-27,2024-10-27,0,2025-07-12
INV0036953,CUS19372,199269.86,2025-01-12,2025-02-11,0,2025-07-12
INV0039588,CUS65816,940023.15,2024-11-13,2025-01-12,0,2025-07-12
INV0041336,CUS34028,106771.2,2025-05-10,2025-07-09,0,2025-07-12
INV0009535,CUS76896,83299.84,2025-06-23,2025-08-22,0,2025-07-12
INV0035582,CUS83112,382414.12,2024-10-27,2024-11-26,0,2025-07-12
INV0011959,CUS36977,337052.83,2024-11-16,2024-12-16,0,2025-07-12
INV0030038,CUS60035,736017.1,2025-04-13,2025-05-13,0,2025-07-12
INV0050064,CUS70245,987772.12,2025-03-02,2025-04-01,0,2025-07-12
INV0041168,CUS34340,17632.95,2024-12-13,2025-02-11,0,2025-07-12
INV0032874,CUS61419,852080.42,2025-04-29,2025-06-28,0,2025-07-12
INV0079427,CUS95428,884293.66,2025-03-31,2025-05-30,0,2025-07-12
INV0057297,CUS88653,412425.71,2024-07-18,2024-09-16,0,2025-07-12
INV0027383,CUS96441,251318.64,2025-06-05,2025-07-05,0,2025-07-12
INV0043877,CUS58928,542967.3,2025-02-06,2025-04-07,0,2025-07-12
INV0005738,CUS94727,989530.25,2024-07-28,2024-09-26,0,2025-07-12
INV0046073,CUS82729,980025.66,2024-08-28,2024-09-27,0,2025-07-12
INV0043688,CUS59103,682157.87,2024-11-29,2024-12-29,0,2025-07-12
INV0056219,CUS91310,841630.18,2024-08-23,2024-09-22,0,2025-07-12
INV0002818,CUS85355,431337.34,2025-01-11,2025-03-12,0,2025-07-12
INV0012618,CUS02534,794663.46,2025-02-24,2025-03-26,0,2025-07-12
INV0061062,CUS93782,169271.66,2024-07-29,2024-08-28,0,2025-07-12
INV0048700,CUS40170,970930.87,2025-03-26,2025-04-25,0,2025-07-12
INV0036589,CUS32884,345650.93,2024-07-30,2024-09-28,0,2025-07-12
INV0046156,CUS46150,742006.57,2024-12-23,2025-02-21,0,2025-07-12
INV0079742,CUS16976,118370.13,2024-12-10,2025-02-08,0,2025-07-12
INV0024537,CUS24028,233257.96,2025-05-31,2025-06-30,0,2025-07-12
INV0007465,CUS11431,191896.77,2025-05-19,2025-07-18,0,2025-07-12
INV0061426,CUS96969,909636.67,2025-02-10,2025-03-12,0,2025-07-12
INV0027487,CUS86382,290205.93,2024-11-18,2024-12-18,0,2025-07-12
INV0061493,CUS49956,101341.64,2024-09-24,2024-11-23,0,2025-07-12
INV0028140,CUS29318,68451.93,2024-12-01,2024-12-31,0,2025-07-12
INV0010285,CUS54041,696928.65,2025-06-12,2025-07-12,0,2025-07-12
INV0025292,CUS51932,535032.96,2025-05-18,2025-06-17,0,2025-07-12
INV0048979,CUS37369,399104.38,2025-04-20,2025-06-19,0,2025-07-12
INV0071032,CUS89132,651370.52,2024-10-13,2024-11-12,0,2025-07-12
INV0079840,CUS48208,790241.05,2025-06-05,2025-08-04,0,2025-07-12
INV0058767,CUS59823,670223.48,2024-12-02,2025-01-31,0,2025-07-12
INV0029294,CUS79791,767686.32,2024-08-19,2024-09-18,0,2025-07-12
INV0073091,CUS71415,422106.43,2025-06-19,2025-08-18,0,2025-07-12
INV0070122,CUS42007,620239.61,2025-06-29,2025-07-29,0,2025-07-12
INV0059383,CUS02624,409788.41,2025-02-07,2025-04-08,0,2025-07-12
INV0033345,CUS23428,23418.68,2024-12-09,2025-02-07,0,2025-07-12
INV0004992,CUS71832,464167.71,2024-12-23,2025-02-21,0,2025-07-12
INV0066474,CUS20191,394870.43,2025-02-06,2025-03-08,0,2025-07-12
INV0078210,CUS21115,825872.38,2025-05-13,2025-06-12,0,2025-07-12
INV0073086,CUS33256,968221.42,2025-06-30,2025-08-29,0,2025-07-12
INV0027298,CUS95173,394073.37,2025-04-17,2025-06-16,0,2025-07-12
INV0049549,CUS99760,488924.92,2025-04-04,2025-05-04,0,2025-07-12
INV0077601,CUS81658,641981.52,2024-08-10,2024-09-09,0,2025-07-12
INV0064339,CUS18980,734172.79,2024-12-07,2025-02-05,0,2025-07-12
INV0077338,CUS28277,408413.71,2025-01-08,2025-03-09,0,2025-07-12
INV0032572,CUS44179,170430.16,2025-01-14,2025-03-15,0,2025-07-12
INV0014015,CUS74538,273636.64,2024-09-13,2024-11-12,0,2025-07-12
INV0013768,CUS41112,350123.3,2024-10-12,2024-11-11,0,2025-07-12
INV0051973,CUS39216,868385.51,2025-01-13,2025-03-14,0,2025-07-12
INV0041301,CUS65435,20916.04,2025-03-23,2025-05-22,0,2025-07-12
INV0040667,CUS23874,549438.53,2024-12-15,2025-02-13,0,2025-07-12
INV0010000,CUS14666,615336.48,2024-11-04,2024-12-04,0,2025-07-12
INV0042569,CUS09564,32420.07,2024-08-01,2024-08-31,0,2025-07-12
INV0045187,CUS71650,239363.34,2024-10-02,2024-11-01,0,2025-07-12
INV0034085,CUS80162,280651.55,2024-11-06,2025-01-05,0,2025-07-12
INV0067368,CUS32076,862207.53,2025-01-03,2025-03-04,0,2025-07-12
INV0005122,CUS49509,104019.04,2025-01-19,2025-03-20,0,2025-07-12
INV0066647,CUS80364,209394.95,2025-06-06,2025-07-06,0,2025-07-12
INV0045175,CUS94448,44090.41,2025-02-20,2025-04-21,0,2025-07-12
INV0006454,CUS71521,217236.51,2025-04-02,2025-05-02,0,2025-07-12
INV0022130,CUS35903,316622.13,2024-11-09,2024-12-09,0,2025-07-12
INV0016499,CUS66169,463460.1,2024-09-20,2024-11-19,0,2025-07-12
INV0013936,CUS87278,192940.45,2025-04-17,2025-06-16,0,2025-07-12
INV0055832,CUS55513,697918.76,2024-11-11,2025-01-10,0,2025-07-12
INV0050213,CUS56825,177119.84,2025-01-29,2025-02-28,0,2025-07-12
INV0021443,CUS97751,278841.43,2025-03-26,2025-04-25,0,2025-07-12
INV0026415,CUS07056,509977.52,2024-12-27,2025-01-26,0,2025-07-12
INV0053897,CUS34846,148463.07,2025-04-17,2025-05-17,0,2025-07-12
INV0029978,CUS17439,615393.24,2024-08-11,2024-09-10,0,2025-07-12
INV0046063,CUS37854,738174.65,2025-05-23,2025-07-22,0,2025-07-12
INV0066649,CUS99160,954379.17,2025-01-14,2025-02-13,0,2025-07-12
INV0069080,CUS45802,661270.31,2024-10-05,2024-12-04,0,2025-07-12
INV0055093,CUS54871,732917.93,2025-03-03,2025-04-02,0,2025-07-12
INV0028900,CUS18522,332550.14,2024-07-12,2024-08-11,0,2025-07-12
INV0019331,CUS97617,908389.63,2025-05-11,2025-06-10,0,2025-07-12
INV0032683,CUS93688,754924.49,2025-06-30,2025-08-29,0,2025-07-12
INV0064368,CUS67900,84144.63,2025-02-23,2025-04-24,0,2025-07-12
INV0069150,CUS58338,435876.73,2025-03-26,2025-05-25,0,2025-07-12
INV0055294,CUS29409,59524.15,2025-03-17,2025-05-16,0,2025-07-12
INV0009893,CUS47833,14595.85,2024-10-30,2024-11-29,0,2025-07-12
INV0049805,CUS84687,733730.5,2025-04-09,2025-06-08,0,2025-07-12
INV0057423,CUS90237,788557.55,2025-04-13,2025-05-13,0,2025-07-12
INV0018193,CUS79741,466237.37,2025-04-18,2025-05-18,0,2025-07-12
INV0069111,CUS74716,669023.46,2024-08-06,2024-09-05,0,2025-07-12
INV0005441,CUS52523,518579.8,2025-02-23,2025-04-24,0,2025-07-12
INV0012198,CUS51009,443915.34,2024-08-06,2024-10-05,0,2025-07-12
INV0013450,CUS11155,320647.11,2025-01-12,2025-02-11,0,2025-07-12
INV0078909,CUS27705,755284.3,2025-01-28,2025-02-27,0,2025-07-12
INV0023664,CUS62007,718155.8,2024-10-07,2024-12-06,0,2025-07-12
INV0049786,CUS64372,420887.0,2024-08-22,2024-10-21,0,2025-07-12
INV0001096,CUS88550,268528.64,2025-06-15,2025-07-15,0,2025-07-12
INV0074248,CUS39004,280731.98,2024-11-17,2024-12-17,0,2025-07-12
INV0045538,CUS54591,86182.63,2024-09-24,2024-11-23,0,2025-07-12
INV0050555,CUS89665,707856.85,2025-02-13,2025-04-14,0,2025-07-12
INV0026579,CUS08517,460530.52,2025-01-29,2025-02-28,0,2025-07-12
INV0073300,CUS91428,933938.68,2024-11-29,2024-12-29,0,2025-07-12
INV0004047,CUS73971,379503.4,2024-07-12,2024-08-11,0,2025-07-12
INV0038392,CUS91912,916280.19,2024-12-11,2025-02-09,0,2025-07-12
INV0059327,CUS86819,406154.05,2025-05-13,2025-06-12,0,2025-07-12
INV0017275,CUS53508,313486.3,2024-12-21,2025-01-20,0,2025-07-12
INV0072792,CUS22117,711614.03,2024-08-25,2024-10-24,0,2025-07-12
INV0033262,CUS52563,240852.33,2024-10-30,2024-12-29,0,2025-07-12
INV0002161,CUS05016,805374.36,2025-06-01,2025-07-01,0,2025-07-12
INV0035078,CUS73897,733297.99,2025-06-21,2025-08-20,0,2025-07-12
INV0026337,CUS65832,62237.63,2025-02-05,2025-04-06,0,2025-07-12
INV0027644,CUS96798,955973.63,2025-06-26,2025-07-26,0,2025-07-12
INV0041358,CUS32977,583095.5,2024-11-17,2024-12-17,0,2025-07-12
INV0063862,CUS63354,586577.06,2025-04-23,2025-05-23,0,2025-07-12
INV0020579,CUS12324,65298.23,2024-12-14,2025-02-12,0,2025-07-12
INV0074381,CUS27569,370981.87,2024-11-04,2024-12-04,0,2025-07-12
INV0068483,CUS72072,211303.03,2025-06-03,2025-08-02,0,2025-07-12
INV0048928,CUS35557,761588.0,2025-01-13,2025-02-12,0,2025-07-12
INV0016228,CUS46656,257262.58,2024-10-10,2024-12-09,0,2025-07-12
INV0062069,CUS39854,406271.33,2025-04-17,2025-05-17,0,2025-07-12
INV0023137,CUS84533,120073.04,2025-06-20,2025-07-20,0,2025-07-12
INV0032790,CUS89890,976744.29,2024-10-21,2024-12-20,0,2025-07-12
INV0000151,CUS57994,538674.14,2024-11-26,2024-12-26,0,2025-07-12
INV0075593,CUS82805,597985.57,2025-04-25,2025-06-24,0,2025-07-12
INV0076372,CUS87294,664406.89,2024-11-27,2024-12-27,0,2025-07-12
INV0030541,CUS30989,662147.38,2025-06-13,2025-07-13,0,2025-07-12
INV0056793,CUS60801,396334.55,2024-12-15,2025-02-13,0,2025-07-12
INV0075723,CUS88331,300732.57,2025-07-05,2025-09-03,0,2025-07-12
INV0008248,CUS04460,72039.67,2025-07-11,2025-08-10,0,2025-07-12
INV0035115,CUS91827,359987.35,2024-10-24,2024-12-23,0,2025-07-12
INV0042085,CUS05213,727933.26,2024-11-23,2025-01-22,0,2025-07-12
INV0017238,CUS07827,553002.95,2025-01-16,2025-03-17,0,2025-07-12
INV0030613,CUS87018,876662.0,2025-04-09,2025-05-09,0,2025-07-12
INV0016324,CUS17433,259499.51,2024-10-03,2024-12-02,0,2025-07-12
INV0050546,CUS41206,94901.75,2025-05-22,2025-06-21,0,2025-07-12
INV0059528,CUS52472,618243.73,2024-11-28,2025-01-27,0,2025-07-12
INV0051738,CUS75460,530846.42,2024-08-25,2024-09-24,0,2025-07-12
INV0070402,CUS71586,564251.4,2024-08-23,2024-09-22,0,2025-07-12
INV0003327,CUS90990,733054.07,2025-06-15,2025-08-14,0,2025-07-12
INV0054948,CUS23369,509069.32,2024-12-14,2025-01-13,0,2025-07-12
INV0032965,CUS25914,238795.29,2024-08-14,2024-09-13,0,2025-07-12
INV0078009,CUS47989,274883.43,2025-04-30,2025-05-30,0,2025-07-12
INV0055487,CUS37248,459704.07,2024-07-14,2024-09-12,0,2025-07-12
INV0019989,CUS44402,594373.49,2025-04-08,2025-05-08,0,2025-07-12
INV0060914,CUS59622,229967.43,2024-11-25,2025-01-24,0,2025-07-12
INV0020263,CUS66910,236203.39,2024-12-02,2025-01-31,0,2025-07-12
INV0065158,CUS93219,87041.82,2024-12-30,2025-01-29,0,2025-07-12
INV0006052,CUS55814,63457.1,2024-09-13,2024-10-13,0,2025-07-12
INV0062700,CUS09179,438048.91,2025-01-25,2025-02-24,0,2025-07-12
INV0049305,CUS71334,649711.45,2025-02-03,2025-03-05,0,2025-07-12
INV0014603,CUS84983,613282.59,2025-06-30,2025-07-30,0,2025-07-12
INV0051732,CUS69193,183318.42,2024-09-16,2024-11-15,0,2025-07-12
INV0077149,CUS26577,5365.47,2025-04-28,2025-06-27,0,2025-07-12
INV0072417,CUS93798,401929.25,2024-09-21,2024-10-21,0,2025-07-12
INV0053822,CUS83937,974368.06,2024-11-13,2025-01-12,0,2025-07-12
INV0051730,CUS68028,227242.06,2025-03-15,2025-04-14,0,2025-07-12
INV0036835,CUS82613,789378.84,2024-12-27,2025-02-25,0,2025-07-12
INV0043593,CUS41283,236063.39,2024-09-17,2024-10-17,0,2025-07-12
INV0012875,CUS55734,768489.11,2025-02-14,2025-03-16,0,2025-07-12
INV0068033,CUS96437,680401.53,2025-05-04,2025-07-03,0,2025-07-12
INV0063548,CUS83174,42976.08,2024-09-03,2024-10-03,0,2025-07-12
INV0016813,CUS90710,309929.73,2025-05-23,2025-06-22,0,2025-07-12
INV0023119,CUS05485,397117.49,2024-12-14,2025-01-13,0,2025-07-12
INV0019128,CUS59722,774975.22,2024-09-08,2024-11-07,0,2025-07-12
INV0047098,CUS34178,387765.88,2025-05-16,2025-07-15,0,2025-07-12
INV0007720,CUS85894,127395.52,2024-07-23,2024-09-21,0,2025-07-12
INV0031607,CUS96583,628963.78,2024-10-15,2024-11-14,0,2025-07-12
INV0000511,CUS66902,181928.94,2025-03-15,2025-04-14,0,2025-07-12
INV0078795,CUS04017,59505.91,2025-01-14,2025-02-13,0,2025-07-12
INV0056583,CUS87989,213583.66,2025-02-24,2025-04-25,0,2025-07-12
INV0038218,CUS22066,781727.47,2024-11-19,2024-12-19,0,2025-07-12
INV0066274,CUS78125,468611.58,2025-05-15,2025-06-14,0,2025-07-12
INV0046742,CUS26627,787221.26,2024-07-29,2024-09-27,0,2025-07-12
INV0047721,CUS48324,73490.07,2025-03-02,2025-04-01,0,2025-07-12
INV0074204,CUS18763,764927.16,2025-05-26,2025-07-25,0,2025-07-12
INV0045056,CUS37985,943291.02,2024-08-18,2024-09-17,0,2025-07-12
INV0059720,CUS24898,59488.86,2024-09-14,2024-11-13,0,2025-07-12
INV0060566,CUS18197,714000.32,2024-08-31,2024-09-30,0,2025-07-12
INV0062984,CUS42308,96977.3,2024-07-18,2024-08-17,0,2025-07-12
INV0053149,CUS71508,290507.82,2025-01-07,2025-03-08,0,2025-07-12
INV0065888,CUS49306,928709.36,2024-07-19,2024-08-18,0,2025-07-12
INV0044657,CUS69674,893664.5,2025-01-05,2025-03-06,0,2025-07-12
INV0032762,CUS35292,809266.7,2025-01-08,2025-03-09,0,2025-07-12
INV0079980,CUS28859,526540.35,2025-01-17,2025-02-16,0,2025-07-12
INV0059331,CUS51800,516695.43,2025-03-22,2025-05-21,0,2025-07-12
INV0026549,CUS04649,338769.79,2024-08-03,2024-10-02,0,2025-07-12
INV0017113,CUS32391,837155.62,2025-06-13,2025-07-13,0,2025-07-12
INV0037978,CUS13649,670089.98,2025-03-10,2025-04-09,0,2025-07-12
INV0039638,CUS70188,340889.42,2024-12-12,2025-01-11,0,2025-07-12
INV0017522,CUS79011,435390.77,2024-11-11,2024-12-11,0,2025-07-12
INV0046179,CUS69370,142863.08,2025-06-02,2025-07-02,0,2025-07-12
INV0003833,CUS12432,226730.33,2024-07-19,2024-09-17,0,2025-07-12
INV0052302,CUS52500,307333.36,2024-08-25,2024-10-24,0,2025-07-12
INV0076713,CUS05134,229146.66,2025-07-08,2025-09-06,0,2025-07-12
INV0057615,CUS26659,274527.05,2025-04-09,2025-05-09,0,2025-07-12
INV0015674,CUS90580,601218.26,2024-11-19,2024-12-19,0,2025-07-12
INV0022859,CUS76571,952224.86,2025-05-04,2025-06-03,0,2025-07-12
INV0023465,CUS53414,516580.44,2025-06-30,2025-07-30,0,2025-07-12
INV0003174,CUS72205,788997.94,2025-01-20,2025-03-21,0,2025-07-12
INV0017263,CUS49137,979018.53,2024-12-25,2025-02-23,0,2025-07-12
INV0007812,CUS30035,209640.06,2024-07-13,2024-09-11,0,2025-07-12
INV0019205,CUS51688,342681.17,2024-09-19,2024-11-18,0,2025-07-12
INV0075405,CUS46547,676422.23,2025-05-23,2025-06-22,0,2025-07-12
INV0075525,CUS03442,19179.67,2024-08-12,2024-10-11,0,2025-07-12
INV0029091,CUS53821,642621.23,2024-09-03,2024-10-03,0,2025-07-12
INV0059928,CUS68904,971364.47,2025-02-28,2025-03-30,0,2025-07-12
INV0028961,CUS82815,686060.78,2024-08-03,2024-09-02,0,2025-07-12
INV0047107,CUS27060,479929.12,2024-07-24,2024-09-22,0,2025-07-12
INV0002115,CUS54579,112605.89,2025-04-04,2025-05-04,0,2025-07-12
INV0038068,CUS82833,625817.58,2025-04-28,2025-06-27,0,2025-07-12
INV0078966,CUS77317,52464.96,2024-09-03,2024-10-03,0,2025-07-12
INV0048627,CUS19914,835878.86,2024-07-12,2024-08-11,0,2025-07-12
INV0052780,CUS89262,899864.31,2025-04-28,2025-06-27,0,2025-07-12
INV0075316,CUS54015,396762.98,2025-07-06,2025-08-05,0,2025-07-12
INV0044408,CUS21637,497031.06,2024-12-28,2025-02-26,0,2025-07-12
INV0064597,CUS79984,597806.82,2025-02-22,2025-04-23,0,2025-07-12
INV0022073,CUS93811,860651.31,2025-04-09,2025-06-08,0,2025-07-12
INV0056023,CUS54998,657173.67,2024-09-11,2024-11-10,0,2025-07-12
INV0028867,CUS27017,100768.67,2024-10-27,2024-11-26,0,2025-07-12
INV0022473,CUS55040,170877.53,2025-01-15,2025-02-14,0,2025-07-12
INV0004358,CUS21407,803617.04,2025-03-12,2025-05-11,0,2025-07-12
INV0009930,CUS85269,210591.74,2025-05-09,2025-06-08,0,2025-07-12
INV0078731,CUS02011,801427.46,2024-10-04,2024-12-03,0,2025-07-12
INV0075709,CUS74240,232470.59,2024-11-04,2025-01-03,0,2025-07-12
INV0044437,CUS21921,497031.59,2024-09-10,2024-10-10,0,2025-07-12
INV0053993,CUS67753,629776.0,2024-11-25,2024-12-25,0,2025-07-12
INV0024450,CUS33764,576145.71,2024-10-24,2024-11-23,0,2025-07-12
INV0077531,CUS34282,789779.2,2024-07-26,2024-09-24,0,2025-07-12
INV0037213,CUS52062,103275.53,2024-08-21,2024-10-20,0,2025-07-12
INV0007025,CUS91840,18934.7,2025-05-07,2025-07-06,0,2025-07-12
INV0059250,CUS97256,234246.72,2024-12-18,2025-02-16,0,2025-07-12
INV0028063,CUS19176,889224.97,2024-08-08,2024-10-07,0,2025-07-12
INV0043860,CUS88058,966067.11,2025-05-16,2025-07-15,0,2025-07-12
INV0045965,CUS55383,616814.2,2024-11-19,2024-12-19,0,2025-07-12
